"","Country","Region","Election / Renewal","Year","Month","Chamber Type","Chamber Total Seats","Total women","% Of Women in Chamber","NOTES"
"605","Canada","AME","Continuous Renewal",1956,NA,"Upper","84","6","7.1428571428571425E-2",NA
"606","Canada","AME","Yes",1957,NA,"Lower","265","2","7.5471698113207548E-3",NA
"607","Canada","AME","Continuous Renewal",1957,NA,"Upper","94","5","5.3191489361702128E-2",NA
"608","Canada","AME","Yes",1958,NA,"Lower","265","5","1.8867924528301886E-2",NA
"609","Canada","AME","Continuous Renewal",1958,NA,"Upper","93","5","5.3763440860215055E-2",NA
"610","Canada","AME","Continuous Renewal",1959,NA,"Upper","95","5","5.2631578947368418E-2",NA
"611","Canada","AME","Continuous Renewal",1960,NA,"Upper","102","7","6.8627450980392163E-2",NA
"612","Canada","AME","Continuous Renewal",1961,NA,"Upper","96","7","7.2916666666666671E-2",NA
"613","Canada","AME","Yes",1962,NA,"Lower","265","5","1.8867924528301886E-2",NA
"614","Canada","AME","Continuous Renewal",1962,NA,"Upper","99","7","7.0707070707070704E-2","The nominal number of seats is 96, but there were 16 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"615","Canada","AME","Yes",1963,NA,"Lower","265","6","2.2641509433962263E-2","The nominal number of seats is 96, but there were 16 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"616","Canada","AME","Continuous Renewal",1963,NA,"Upper","100","6","0.06","The nominal number of seats is 96, but there were 10 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"617","Canada","AME","Continuous Renewal",1964,NA,"Upper","99","6","6.0606060606060608E-2","The nominal number of seats is 96, but there were 14 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"618","Canada","AME","Yes",1965,NA,"Lower","265","4","1.509433962264151E-2","The nominal number of seats is 102, but there were 11 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"619","Canada","AME","Continuous Renewal",1965,NA,"Upper","97","5","5.1546391752577317E-2","The nominal number of seats is 102, but there were 14 vacancies at the time;  The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"620","Canada","AME","Continuous Renewal",1966,NA,"Upper","95","4","4.2105263157894736E-2","The nominal number of seats is 102, but there were 15 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"621","Canada","AME","Continuous Renewal",1967,NA,"Upper","94","5","5.3191489361702128E-2","The nominal number of seats is 102, but there were 19 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"622","Canada","AME","Yes",1968,NA,"Lower","264","1","3.787878787878788E-3","The nominal number of seats is 102, but there were 14 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"623","Canada","AME","Continuous Renewal",1968,NA,"Upper","93","5","5.3763440860215055E-2","The nominal number of seats is 102, but there were 20 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"624","Canada","AME","Continuous Renewal",1969,NA,"Upper","89","5","5.6179775280898875E-2","The nominal number of seats is 102, but there were 11 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"625","Canada","AME","Continuous Renewal",1970,NA,"Upper","91","6","6.5934065934065936E-2","The nominal number of seats is 102, but there were 18 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"626","Canada","AME","Continuous Renewal",1971,NA,"Upper","89","6","6.741573033707865E-2","The nominal number of seats is 102, but there were 8 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"627","Canada","AME","Yes",1972,NA,"Lower","264","5","1.893939393939394E-2","The nominal number of seats is 102, but there were 9 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"628","Canada","AME","Continuous Renewal",1972,NA,"Upper","96","8","8.3333333333333329E-2","The nominal number of seats is 102, but there were 7 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"629","Canada","AME","Continuous Renewal",1973,NA,"Upper","95","7","7.3684210526315783E-2","The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"630","Canada","AME","Yes",1974,NA,"Lower","264","9","3.4090909090909088E-2","The nominal number of seats is 102, but there were 6 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"631","Canada","AME","Continuous Renewal",1974,NA,"Upper","93","7","7.5268817204301078E-2","The nominal number of seats is 102, but there were 3 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"632","Canada","AME","Continuous Renewal",1975,NA,"Upper","91","6","6.5934065934065936E-2","The nominal number of seats is 102, but there were 2 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"633","Canada","AME","Continuous Renewal",1976,NA,"Upper","93","6","6.4516129032258063E-2","The nominal number of seats is 102, but there were 3 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"634","Canada","AME","Continuous Renewal",1977,NA,"Upper","96","6","6.25E-2","The nominal number of seats is 102, but there were 5 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"635","Canada","AME","Continuous Renewal",1978,NA,"Upper","96","8","8.3333333333333329E-2","The nominal number of seats is 102, but there were 7 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"636","Canada","AME","Yes",1979,NA,"Lower","282","10","3.5460992907801421E-2","The nominal number of seats is 102, but there were 8 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"637","Canada","AME","Continuous Renewal",1979,NA,"Upper","103","11","0.10679611650485436","The nominal number of seats is 102, but there were 9 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"638","Canada","AME","Yes",1980,NA,"Lower","282","14","4.9645390070921988E-2","The nominal number of seats is 102, but there were 13 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"639","Canada","AME","Continuous Renewal",1980,NA,"Upper","97","10","0.10309278350515463","The nominal number of seats is 102, but there were 11 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"640","Canada","AME","Continuous Renewal",1981,NA,"Upper","92","9","9.7826086956521743E-2","The nominal number of seats is 102, but there were 13 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"641","Canada","AME","Continuous Renewal",1982,NA,"Upper","89","9","0.10112359550561797","The nominal number of seats is 102, but there were 6 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"642","Canada","AME","Continuous Renewal",1983,NA,"Upper","92","9","9.7826086956521743E-2","The nominal number of seats is 102, but there were 7 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"643","Canada","AME","Yes",1984,NA,"Lower","282","27","9.5744680851063829E-2","The nominal number of seats is 102, but there were 9 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"644","Canada","AME","Continuous Renewal",1984,NA,"Upper","101","13","0.12871287128712872","The nominal number of seats is 104, but there were 13 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"645","Canada","AME","Continuous Renewal",1985,NA,"Upper","102","12","0.11764705882352941","The nominal number of seats is 104, but there were 11 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
"646","Canada","AME","Continuous Renewal",1986,NA,"Upper","102","15","0.14705882352941177","The nominal number of seats is 104, but there were 8 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
